area,direction,homeName,homeUrl,location,postDate,price,roomContent
50,东/东南/南/西南/西,整租·晟园,https://dg.lianjia.com/zufang/DG2250852606513512448.html,东莞松山湖松山湖,2019-05-06,2520,1室0厅
168,南,中联大厦,https://dg.lianjia.com/zufang/DG2235580854212493312.html,东莞虎门镇虎门公园,2019-04-15,3600,3室2厅
111,南,整租·万科花园,https://dg.lianjia.com/zufang/DG2162121646495252480.html,东莞虎门镇虎门公园,2019-04-15,3200,4室2厅
175,北,地标广场,https://dg.lianjia.com/zufang/DG2193460768479903744.html,东莞虎门镇地标,2019-02-16,6000,3室2厅
228,东南,新世纪豪园一期,https://dg.lianjia.com/zufang/DG2235580875360444416.html,东莞东城区火炼树,2019-04-15,5500,4室2厅
97,南,紫檀山,https://dg.lianjia.com/zufang/DG2235580876031262720.html,东莞松山湖松山湖,2019-04-15,4000,3室2厅
155,东南,天利中央花园,https://dg.lianjia.com/zufang/DG2235580828325519360.html,东莞南城区西平,2019-04-15,3500,4室2厅
268,东南,东骏豪苑,https://dg.lianjia.com/zufang/DG2235580873481666560.html,东莞南城区西平,2019-04-15,10000,5室2厅
126,东南,整租·汇龙湾,https://dg.lianjia.com/zufang/DG2264242975888916480.html,东莞南城区宏远北,2019-05-25,4800,4室2厅
110,东南,整租·稻花村,https://dg.lianjia.com/zufang/DG2235580907270438912.html,东莞南城区东莞图书馆,2019-04-15,3100,3室2厅
111,南,万科花园,https://dg.lianjia.com/zufang/DG2235580783933276160.html,东莞虎门镇虎门公园,2019-04-15,3500,4室2厅
87,东南,中惠悦峰,https://dg.lianjia.com/zufang/DG2207133306846724096.html,东莞虎门镇新联,2019-03-07,1800,3室2厅
126,西,整租·富康花园,https://dg.lianjia.com/zufang/DG2228198057499951104.html,东莞黄江镇黄江镇,2019-04-05,2600,3室2厅
173,南,整租·东港城沙田镇,https://dg.lianjia.com/zufang/DG2233083162420838400.html,东莞沙田镇沙田镇,2019-04-12,2800,5室2厅
88,南,整租·金洲豪苑,https://dg.lianjia.com/zufang/DG2235580793798279168.html,东莞虎门镇地标,2019-04-15,2200,3室2厅
232,东南,整租·万科松山湖1号,https://dg.lianjia.com/zufang/DG2233088103462486016.html,东莞松山湖松山湖,2019-04-12,19500,4室2厅
188,西南,整租·万科虹溪诺雅,https://dg.lianjia.com/zufang/DG2233086378672136192.html,东莞松山湖松山湖,2019-04-12,8200,4室2厅
108,东南,整租·祥利花园,https://dg.lianjia.com/zufang/DG2233085696048889856.html,东莞凤岗镇凤岗镇,2019-04-12,2700,4室2厅
183,南,整租·凯东新城,https://dg.lianjia.com/zufang/DG2233083384576344064.html,东莞大岭山镇大岭山镇,2019-04-12,5000,4室2厅
156,东南,整租·丰泰华园山庄,https://dg.lianjia.com/zufang/DG2233082014985093120.html,东莞虎门镇新联,2019-04-12,3500,3室2厅
87,东南,中惠悦峰,https://dg.lianjia.com/zufang/DG2208004781329350656.html,东莞虎门镇新联,2019-03-08,2500,3室2厅
89,南,整租·滨江公馆,https://dg.lianjia.com/zufang/DG2233082116420411392.html,东莞万江区石美,2019-04-12,3000,3室2厅
144,西北,整租·世纪绿洲,https://dg.lianjia.com/zufang/DG2235272048320716800.html,东莞厚街镇厚街镇,2019-04-15,2900,3室2厅
109,东南,整租·紫檀山,https://dg.lianjia.com/zufang/DG2233088980717944832.html,东莞松山湖松山湖,2019-04-12,5000,3室2厅
162,东南/西北,整租·四季豪园,https://dg.lianjia.com/zufang/DG2233084909583876096.html,东莞长安镇增田,2019-04-12,5500,4室1厅
119,东南,整租·中惠珺庭,https://dg.lianjia.com/zufang/DG2233082465781039104.html,东莞黄江镇黄江镇,2019-04-12,2700,3室2厅
93,东南,整租·百悦尚城三期恒大御湖,https://dg.lianjia.com/zufang/DG2210065707041816576.html,东莞南城区南城车站,2019-04-15,3300,3室2厅
96,东南,整租·百悦尚城二期恒大雅苑,https://dg.lianjia.com/zufang/DG2189832470286319616.html,东莞南城区南城车站,2019-03-22,3500,3室2厅
89,南,整租·领尚天地,https://dg.lianjia.com/zufang/DG2268763602226266112.html,东莞大岭山镇大岭山镇,2019-05-31,3100,3室2厅
138,西北,整租·凯东新城,https://dg.lianjia.com/zufang/DG2257718621033725952.html,东莞大岭山镇大岭山镇,2019-05-16,1600,1室1厅
98,南,金洲豪苑,https://dg.lianjia.com/zufang/DG2235580825825443840.html,东莞虎门镇地标,2019-04-15,4200,3室2厅
122,东北,整租·紫檀山,https://dg.lianjia.com/zufang/DG2233085569582505984.html,东莞松山湖松山湖,2019-04-12,4500,3室2厅
143,东南,整租·碧桂园天誉,https://dg.lianjia.com/zufang/DG2221502286675312640.html,东莞清溪镇清溪镇,2019-03-27,3800,4室2厅
94,西南,整租·万科金域松湖花园,https://dg.lianjia.com/zufang/DG2259427606648856576.html,东莞松山湖松山湖,2019-05-18,3000,3室2厅
138,南,整租·江南雅筑,https://dg.lianjia.com/zufang/DG2235580965445705728.html,东莞南城区宏远北,2019-04-15,4000,4室2厅
91,南,整租·虎门万科云城,https://dg.lianjia.com/zufang/DG2235580837083226112.html,东莞虎门镇万达,2019-04-15,3000,3室2厅
99,南,金湾花园,https://dg.lianjia.com/zufang/DG2233082791174873088.html,东莞虎门镇太平广场,2019-04-12,2800,3室2厅
93,南,整租·万科中天城市花园,https://dg.lianjia.com/zufang/DG2261533692273106944.html,东莞东城区水濂山,2019-05-21,3000,3室2厅
102,南/北,整租·中惠悦峰,https://dg.lianjia.com/zufang/DG2269283074125086720.html,东莞虎门镇新联,2019-06-01,1700,3室2厅
54,东南/南,金泓财富公馆,https://dg.lianjia.com/zufang/DG2264280270431854592.html,东莞大朗镇大朗镇,2019-05-25,2500,3室2厅
108,东南,德盛海富华庭,https://dg.lianjia.com/zufang/DG2263496408877506560.html,东莞虎门镇太平广场,2019-05-24,2400,3室2厅
